game_id,Clusters
21300969,1
28800195,0
29500738,2
29200447,2
21300515,0
48500183,0
28500610,2
20100963,0
28900172,2
20600455,0
21501228,1
29800276,0
21900268,1
21700748,1
20100520,2
29900797,0
20300369,2
29900543,0
20501224,1
20000940,0
29800521,0
29401054,0
20100603,0
29600762,0
29600826,0
21100969,0
28800293,2
20101105,0
29700036,0
28900636,2
21100849,1
29001085,2
21600358,1
22000942,1
21600831,0
21600469,1
29600258,0
20300578,0
28500752,2
29700917,0
29501175,0
22200096,1
21100227,0
29900738,0
29500697,2
21400011,0
29900273,0
20400893,0
22101083,1
22101184,1
20400456,0
20000131,0
29100883,0
21600439,1
21900120,1
29300677,2
22100050,1
29200143,0
29200628,2
21400944,0
42000154,1
28700231,2
21600049,1
21800293,1
28500555,2
22101070,1
20700171,0
21301047,0
21400428,2
21800748,1
29900409,0
20800647,0
29200092,2
20500566,2
29100383,2
22100487,1
28900912,0
21600630,1
29000569,2
29201065,0
28901038,2
20100758,1
20201042,0
29800524,0
20300823,0
20100695,0
20300018,0
21600153,1
20500626,0
28600723,2
20700444,0
21401226,0
20800448,0
29600244,2
29400885,0
20000814,0
29301079,2
21000997,1
20000153,0
20000362,0
21001001,0
29900070,2
21900710,1
21800851,1
28500788,2
21000818,0
41000212,0
29400921,0
22201016,1
21000535,0
29200349,0
28900780,2
20000616,0
20000951,0
21100263,0
29701037,0
48500215,2
20200157,0
21100365,0
41700141,1
20400738,1
29000218,2
41100153,0
21100116,2
21401068,0
28600880,2
20600740,2
20000171,0
29600622,0
21100126,0
20801008,0
28900885,2
20101071,0
29200346,2
21501139,0
29000353,2
29800274,0
20700368,0
21000886,0
48700008,2
28600332,2
20800437,0
21300400,1
20201070,0
20100119,0
29800554,0
20600986,2
28900672,2
29100987,2
21500779,0
21900356,1
20901106,0
28600702,2
20100089,0
28800975,2
48500152,2
28600439,2
49400018,0
41900173,1
28700158,2
21400649,0
21600769,1
29701159,0
29100765,2
40400127,0
29700768,0
20600683,0
28900821,2
22200824,1
22200997,1
21100780,0
21000992,2
21000533,1
28500775,2
29300668,2
20900632,1
20300034,0
20600366,0
20600579,0
29700359,0
29300584,0
29200805,0
21500496,1
20000173,0
49600020,0
21500439,0
21700318,1
22200124,1
20700512,0
29200135,0
48500105,2
29700582,0
20300597,0
20400412,0
20500642,1
29400443,0
21400017,0
20301157,0
29400825,0
29501153,0
20401091,0
22200705,1
20600342,2
29400190,0
40800235,1
29700105,2
20900286,0
22001023,1
21501110,0
21400243,0
29900860,0
29300948,0
20000623,2
29600976,0
28800715,2
29700434,0
20800302,0
28700339,2
28500242,2
21301166,1
20500927,0
20200535,2
20800351,0
21000462,1
20900594,0
40800165,0
22201099,1
21900849,1
29000715,2
20701112,0
29500730,0
29900186,2
20601141,0
22200056,1
21900216,1
29500926,0
21000310,0
29700401,0
28500534,2
28900743,2
29101092,2
20600884,0
29300319,2
41200234,0
20600742,0
20000870,0
21900944,1
29400140,2
20100304,0
22001029,1
21700292,1
20600154,0
41200152,0
29900293,0
20200326,0
20700513,0
21100006,0
22200936,1
22100162,1
21901241,1
29901030,0
28700374,2
21100771,0
20900728,2
21700441,1
22100577,1
20300309,0
28600173,2
29700051,2
29900901,2
28500922,2
29500793,0
21401211,0
20900538,1
20200273,0
29600355,0
29400994,2
21100908,1
22201185,1
28500005,2
29800718,0
29500948,0
21900347,1
49400039,0
22101013,1
21500044,1
29500462,0
22100633,1
49400002,0
22100073,1
20500458,0
29701160,0
20900920,0
21400450,0
21900672,1
22001045,1
22100861,1
21800298,1
29900315,2
21801057,1
20700919,0
20601010,0
40800104,0
21600702,1
28800784,2
20100138,0
21600574,1
28900391,0
29500693,2
21100928,0
48800018,2
29700494,0
29601048,0
29800668,2
21500559,0
29301063,0
29500053,0
20900835,0
28800178,2
20901181,1
29600715,2
49000061,2
29600721,0
41500154,0
21000675,1
29500276,1
20100486,0
21500206,0
21800878,1
21900050,1
28900814,2
20100783,1
29800265,0
20100401,0
21900777,1
20201106,0
21100330,1
21001101,0
21501081,1
21600846,0
21000248,1
28500823,2
29200933,2
22101199,1
21501162,1
29200835,0
21900857,1
21100428,0
20900291,0
21500061,1
29900817,2
29100934,2
20200221,0
29500359,0
20800355,0
22100091,1
29700366,0
21900191,1
20000626,0
28900755,2
29901179,0
29000330,2
20900836,0
29400377,1
48900051,0
49700069,2
20600857,0
22100174,1
42200163,1
21900695,1
21701084,1
20001017,0
28500919,2
22200089,1
20600540,1
21500427,0
20801146,0
20000089,0
29800490,0
22000524,1
29900735,2
20200080,0
28900270,2
21400196,0
40400221,1
20500223,0
20000012,0
29600364,0
20800182,2
29800572,0
29500834,0
21400981,1
29000214,2
20700414,0
29000322,2
20100677,0
21900283,1
29100256,0
20400244,0
29200924,2
20500193,0
20700130,2
21100290,0
28901051,2
28500349,2
29100211,0
29500178,0
20100310,0
21000326,0
20300641,0
21600472,1
29400411,2
29600850,2
21900298,1
22200141,1
29700640,0
20501202,0
20800908,1
21501193,1
20501203,1
20400367,0
29200414,0
21400565,1
22200788,1
21700724,1
21300293,0
21100878,0
29400064,0
21600298,0
21900134,1
21800702,1
21401073,0
20600328,1
21100578,1
20200215,0
28600014,2
22100491,1
20100055,1
21400723,0
28700620,2
29700238,0
29401068,0
29500353,0
20001030,0
20600840,0
28800562,2
21400239,0
20200808,1
22000185,1
21400270,0
29600974,2
20800585,0
22200655,1
21300695,1
28600084,2
20101137,0
41500101,1
29000328,2
28900953,2
41500116,0
28500707,2
48600019,2
20100244,2
29600387,0
28700731,0
20700339,0
29100824,0
20000258,0
21500971,1
21100474,0
21001067,2
29300037,2
29300465,2
21601105,1
20800495,1
21001090,0
41200122,1
21300153,1
20600024,0
29100183,2
20301076,0
20600221,1
21800657,1
28600578,2
21300477,0
20200111,0
20900326,0
21501191,1
20900121,1
29600271,0
20600410,2
21600953,0
22000032,1
22100152,1
29600403,0
28600828,2
49700056,0
22000258,1
21001108,1
20601014,1
29800372,0
20000959,2
20601008,0
21801183,1
28700420,2
41500135,1
28900130,2
29400632,2
29300529,2
21300484,0
29700596,0
20100956,2
20200923,0
28600425,2
41600135,1
21700268,1
28900274,2
22200706,1
20300821,0
20700386,0
20500354,0
28800441,2
29401033,2
21700144,1
29501102,0
29900523,2
20200090,0
22200363,1
21900431,1
21301100,1
20200799,0
20400138,0
21701003,1
21500567,1
20300868,0
20200790,0
20400186,2
40800203,0
20401015,1
20000932,0
20600877,0
29500905,0
29500508,0
20300218,0
41200403,0
29200948,2
20200451,0
21401030,0
20700459,0
20101156,0
42000115,1
21100923,0
28600036,2
20600076,0
20400539,0
29200033,2
20400296,0
29000183,2
20301106,0
21600891,1
20600191,0
20200151,0
29701120,2
20200668,0
20800745,0
20500213,2
29400500,2
22200295,0
21600421,1
41200231,1
20400881,0
48500236,2
21300294,0
28500327,2
29500995,0
28900781,2
21400181,0
29601124,0
22200844,1
29400127,0
29200879,2
20900643,1
21500618,0
29500261,0
21900263,1
20000517,0
28800080,2
48700060,2
41800163,1
21600207,1
21700980,0
22200102,1
28900870,0
22000938,1
21800274,1
29900629,0
28600310,2
29500528,0
22101216,1
21700731,1
22000564,1
29200499,0
29400799,0
21400620,0
21700339,0
21900336,1
20400599,0
29500942,0
21400564,1
21401064,0
29700339,0
28700834,2
49000060,2
21300893,1
21000316,0
29901171,2
20900967,0
21500361,1
21100521,1
21100482,1
29401029,2
28800893,2
21301159,0
28800204,2
21000126,0
20100377,1
28600500,2
29200056,2
21600140,1
20101082,0
20800853,1
29100847,2
29500941,2
22000979,1
21500471,0
29100445,0
21400325,0
29800366,0
21000672,0
28800475,2
29700066,2
20000438,0
21000683,2
28900744,2
21800519,1
20500496,0
29500124,0
21000286,0
41100105,0
20901086,1
21001225,1
20200459,0
20901149,0
29000978,2
28500671,2
28900205,2
28800779,2
28700861,0
29200944,2
29900173,2
21501165,1
20700634,0
28700199,2
29200273,2
21300678,0
29700230,0
21000257,0
29200309,0
21700880,1
21900353,1
20400034,0
28801011,2
28901083,2
20800235,1
20400341,2
29800024,0
20200650,0
20300845,0
20100030,0
29001002,2
28801001,2
49200054,0
20000178,0
29000724,2
21400546,1
22200088,1
22100786,1
22200987,1
29700148,0
20100562,0
29300135,0
21100501,1
29200058,0
29301081,2
20700883,0
28500681,2
20700172,1
29100215,2
21700215,0
21300497,0
40700113,0
21100673,0
20800859,0
21900046,1
29200938,0
40600235,0
20700406,2
28600713,2
28800535,2
21800880,1
22200070,1
20800405,0
20700365,0
21400051,0
29100479,2
20100087,0
20100164,0
21900403,1
20400016,0
29700561,0
21800612,1
21000252,0
22001025,1
28800578,2
28700330,0
29901085,0
29101050,2
20800999,0
29800170,2
20000977,0
21400146,1
41000101,0
29100063,2
21400832,2
21300483,1
29800164,0
21700969,1
20500697,0
20600592,0
29200182,2
20900014,2
29800266,0
28700087,2
28700026,2
28600043,2
22100193,1
28800759,2
20000281,2
20200765,2
21800839,1
20500051,0
21600612,1
21100951,1
49800079,0
21500417,0
20500520,0
28900428,0
28700656,2
21501178,1
29700701,2
28700256,2
29500148,2
29300991,0
21401202,1
20700983,2
21700050,1
28500075,2
20101153,2
29500970,2
29300996,2
20300673,2
29100166,0
21800691,1
20100395,0
20100151,0
21900009,1
20100939,2
29000200,2
29800362,0
20300540,0
28500243,2
28500032,2
20400998,0
21700589,1
20700536,0
22200732,1
21800756,1
29601102,2
20400146,0
29100425,0
22100696,1
49400059,1
40900304,0
21100610,0
29900998,0
20001174,2
20700640,2
20901146,0
29600097,0
29200825,2
29300200,2
29100065,2
20800284,2
21300523,0
29901101,0
22200278,1
22200586,1
21800300,1
29300360,2
20200162,0
28700567,2
21900830,1
28800904,2
20100891,0
20900543,0
28800749,2
21800778,1
40800215,0
29100381,2
28700252,2
29600338,0
28600867,2
29200688,0
28800240,0
21501179,2
29200326,2
20900812,0
22100512,1
29900334,0
21700090,1
20700698,0
20600338,1
21900485,1
29900467,0
20500034,0
22100991,1
20300899,2
21401182,0
29301045,2
21600969,0
48500068,2
29300539,2
22000771,0
20900318,0
29400062,2
20100974,0
28700362,2
22201026,1
20000761,0
21900105,1
29900105,2
21801056,1
28700241,2
22200405,1
29700122,0
29100828,0
21300707,0
40900211,0
29000734,2
29300434,0
28600340,2
20300848,1
29901084,0
20501129,2
28800424,2
28700290,2
21800603,1
21300622,0
21800944,1
22100519,1
29800191,0
21100304,0
20900114,0
28500645,2
40200145,0
20200013,0
20400642,0
29300106,0
21300242,0
29800463,0
29200569,2
21100665,1
21000321,0
21301194,1
21900064,1
21600819,1
20000873,0
21501174,0
22201078,1
21501183,0
29900979,0
29600562,0
21600125,2
20100481,0
28500766,2
29300276,2
28800800,2
21400273,0
20400570,0
22200592,1
29000559,2
29301098,2
22201166,1
22200505,1
20701070,0
29700506,2
21600449,0
20300854,0
21601070,0
29300084,0
22200570,1
20000832,0
21300494,1
29600849,0
21301050,0
20001085,0
21001202,0
29700102,0
21700312,1
28500163,2
21300713,2
20900927,1
20300313,0
22100793,1
42200132,0
22000390,1
20401073,0
22000986,1
21500552,0
20900452,0
29800258,0
21300475,0
29501094,2
29400575,0
29500857,0
29600089,0
22100878,1
20500963,0
29600699,0
21501181,2
49000040,2
28900311,2
29400202,0
29200448,2
21501008,2
29900903,0
20800777,0
21900342,1
20100305,2
20701054,2
28500396,2
21700456,0
29500532,0
20200226,0
29100324,2
21801181,1
28600334,2
28700591,2
28500157,2
29300592,0
29200736,0
20800624,0
40900105,0
29700232,0
22000911,1
21601044,1
29401024,0
20300939,0
22200683,1
29600027,0
20400815,0
20400532,0
28600625,2
20900036,0
20600497,1
21500540,0
28500021,2
21500117,1
20500555,0
40000079,0
29200609,2
20200734,0
20700951,1
21300547,0
21000854,0
29100815,2
29500142,2
28700574,2
21000916,2
20800627,0
21701219,1
20000973,0
21700303,1
28800022,2
21700804,1
28700324,2
22000816,1
22100271,1
29400107,2
20100535,0
29700074,2
29700759,0
21000144,2
20900165,0
22100619,1
20601032,1
29300623,2
20500997,0
42200306,1
20101070,0
29500762,0
21601029,2
49000048,0
20500320,0
40400405,0
28700352,2
20800608,2
21000585,1
22200631,1
22100341,1
29600480,0
29800009,0
20600062,0
20300138,0
21900911,1
29900793,0
28500372,2
22100320,1
41500223,1
29400702,0
41100316,0
29300199,0
29900664,2
21100303,0
21900075,0
29701158,0
21400821,1
21000289,0
28600289,2
42100136,1
21301128,1
29500885,2
21800448,1
29500415,0
28700103,2
20800015,0
21300876,1
20000458,0
20500510,0
20200902,0
49100052,2
21301216,1
22100757,1
29800385,0
20100109,0
21701043,0
29600131,0
21000937,1
29000557,2
20000119,0
29100136,2
21900035,1
42100173,1
29800272,0
29700717,0
29300727,0
28900472,2
21001220,1
28800912,2
20300993,2
20000763,2
28500420,2
41400315,0
29800715,0
21400549,0
20501163,0
20301113,0
21600363,1
28600248,2
20301048,0
28700545,0
29300020,0
20000686,0
20900662,2
20600687,0
28600371,2
20601022,0
21800367,1
20600264,0
20400604,0
29300451,2
20700770,0
20101183,0
28700486,2
21100913,0
21100772,1
41200236,0
22100561,1
21700123,1
20100050,2
21000516,0
20300243,0
29200951,2
21700919,1
29100697,2
22100662,1
21500771,1
21500354,0
48600038,2
22000403,1
21800287,1
29300924,2
20301110,0
28500934,2
28900079,2
29600157,0
21100062,0
29400113,2
21600032,0
21900893,1
20600255,0
49200048,2
28901000,2
29200472,2
20100794,2
21300746,0
22100922,1
21501034,0
20801053,2
20700318,0
29200754,2
20200719,2
29900973,0
28800793,2
29400332,2
28900236,2
20201159,0
20900501,0
22200731,1
22101211,1
21800639,1
41200141,1
21800475,1
21500556,1
28500624,0
20100561,0
21600889,1
22200480,1
20400089,1
21100879,0
21700065,0
29400979,0
28800056,2
29601161,0
28901047,2
48600007,2
21500855,1
21500334,0
20400465,0
22100453,1
20300528,2
20400156,0
21500017,1
48500132,2
21500721,1
20300545,1
29800051,0
29701171,0
21600882,0
20800068,1
21001230,1
20500600,0
20600346,0
29000162,2
21800524,1
42100211,1
28500040,2
20601142,0
20500727,0
29900080,2
21500344,1
29000919,2
21500266,2
28900035,0
20500999,0
22100640,1
20900885,0
22201022,1
29400154,2
48700057,2
29600779,0
20900016,0
21900461,1
29700487,2
21900739,1
21900402,1
28800691,2
22000571,1
20700812,0
29100623,2
20400854,0
28500378,2
29700043,0
40900121,0
20000696,0
28600783,2
29400779,1
28700141,2
21900270,1
41500406,1
21300279,0
20700058,0
21300303,1
29800123,0
21400697,1
20400235,0
20400602,0
28600751,2
49000008,0
29400905,0
20300536,1
28801013,2
29500651,0
21300373,1
21800980,1
21800831,1
29800114,2
21900507,1
21300899,0
22000854,1
21500581,0
20400139,0
49800073,0
20700193,2
20700234,0
29901046,0
22200475,1
21300577,1
21800456,1
22201208,1
20100769,2
29100232,2
21900671,1
20300995,2
20501059,0
20100547,0
29101083,2
48700076,0
20600303,0
21900754,1
21900661,1
29800663,0
28800248,2
20000796,0
29500621,1
28900272,2
28500779,2
21500758,0
20300203,0
29200470,0
48700019,2
29600776,0
29400520,1
20200481,0
20200990,0
28800137,0
28600846,2
20600295,0
20600343,0
28700568,2
21700616,1
21900390,1
21600051,1
20901180,0
29200901,0
21000816,0
22100971,1
21800313,1
29100110,2
29101085,2
22001042,1
21501027,0
29300519,2
21700258,1
40400204,0
20201132,0
21800526,1
20000818,0
29901185,2
20200344,0
21500375,2
29701181,2
41900162,1
42100403,1
29600414,0
21301027,0
20400672,0
29600184,0
29300335,0
21800541,1
22000160,1
28600056,2
21700029,1
29000075,2
20300090,0
20100976,0
22101016,1
29400892,0
21300527,1
20800826,2
29200032,2
29901165,0
28500695,2
42000131,1
21701223,1
29000336,2
21300763,1
28600276,2
29100585,2
20700510,0
28600326,2
20200213,0
42100104,1
22100494,1
28800085,2
29400756,0
28700875,2
29300146,2
29900271,0
21300858,1
28900212,2
20100147,0
22200689,1
20600903,0
29301067,2
21900616,1
21000039,0
20600639,0
21300886,0
29200350,2
28600078,2
22100788,1
20600479,0
20700878,0
21800887,1
20600654,2
29800381,0
28900157,2
20101049,0
21300019,2
22100620,1
29901090,2
21400158,0
20900623,0
29600924,0
20200651,0
21500367,0
21700764,1
20200115,0
42000152,1
29300790,1
29200087,2
20200919,0
20400098,1
41500306,0
20300599,2
20801108,0
21600434,0
20300140,0
20000737,0
29100011,2
29100976,2
29600333,0
29700338,0
22100708,1
22000078,1
20300869,0
41800113,1
20200987,0
21500463,1
21300553,1
21700037,1
29500936,0
20200012,1
29600180,0
41300201,0
20901144,0
28700873,2
29600295,1
40300222,0
20600399,0
21800078,1
20300703,2
29900902,2
21100247,0
29100042,0
29600231,2
20801134,0
21600517,1
22100358,1
21400368,0
29400414,0
21800783,1
22100693,1
28600193,2
29001069,2
29700842,0
29600249,0
28900191,2
28800770,2
28800566,2
20300432,0
20200833,0
21500390,0
21600263,1
20201104,0
20101032,1
20300710,2
22200196,1
20300964,2
40400213,0
21600501,1
29800391,0
29900184,0
21000846,0
29500829,0
20500866,0
22000952,1
21400001,2
29200498,0
29201014,0
21700101,0
28800616,2
29000906,2
22100366,1
29000605,2
21400233,1
41700152,1
29000180,2
20500485,0
41100401,0
21800667,1
21300208,1
21800592,1
21900812,1
29000886,2
21900214,1
29400880,0
21700226,1
20001110,0
20000895,0
20800487,2
29301052,0
21001009,0
21700288,1
21900074,1
21301002,2
28900891,2
20501206,0
28600239,2
21700212,0
29400874,0
21600008,1
20600582,2
29800444,0
29200380,2
41900113,1
20301074,2
20200388,2
21001043,0
29200279,2
29000061,2
29900320,2
29200102,2
29001071,2
20600625,0
21900949,1
21700178,1
21300466,1
49700044,0
49100008,0
29300716,2
29300725,2
29200774,2
40800131,0
20200690,0
21900243,1
29700877,0
21501112,1
29200802,2
29400375,2
20100579,0
21300203,0
21100832,2
22200188,1
21000857,0
29700064,2
20901012,0
29400536,0
20800291,0
29400588,0
20100913,0
20600276,0
28800112,2
21100491,1
21500690,0
20901072,1
29500201,2
40900155,0
21300453,0
29300489,2
29800377,0
29500322,2
22100150,1
29000247,2
20700786,1
28600490,2
22100339,1
21701013,0
20800234,0
20500198,0
29000469,2
28600748,2
29900231,0
20400083,0
20700700,0
49200020,0
29700903,0
20200864,0
20700929,0
29000504,2
20500982,0
28800435,2
22100813,1
28800656,2
29500892,0
28500832,0
21800681,1
28600569,2
20200458,2
20300498,0
21000266,0
21001016,0
21700794,1
20600244,0
29000027,0
21400061,0
20400279,0
21900556,1
20400230,0
29900423,2
22000501,1
20101142,0
21000026,0
21701007,1
29600713,2
28800540,2
21500822,1
29300569,0
41100202,0
22000436,1
29900781,0
29800502,0
21300089,1
22200298,1
21000772,1
28700931,2
20200296,0
29101087,2
20801076,0
41900121,1
29400018,2
28800866,2
20100829,0
28600175,2
29100369,2
21500274,2
29200450,0
20500122,0
28900298,2
28600423,2
21500134,0
21401018,0
42100102,1
28800053,2
41900154,1
21600747,1
28700855,2
29700210,2
29900959,2
29600595,0
22201167,1
29900387,0
29600240,0
28600894,2
28600188,2
21300616,0
21300487,0
21400235,2
20200004,0
20800873,0
22000033,1
20500366,0
21800179,1
28900562,2
20600207,0
20101159,1
21800928,1
22000310,1
49200050,0
28800382,2
21400750,1
22000202,1
29100834,0
29200816,2
21301162,1
20800975,0
21800155,1
28600178,0
21000991,0
22000883,1
40600103,0
21100869,0
21600484,0
20000782,0
28700117,2
21100895,0
20800492,2
21500362,1
20400565,0
28800807,2
28700822,0
28600137,2
21300422,1
21301075,1
20900100,1
20700022,0
40600123,0
29100399,2
20700549,0
28600237,2
20100684,1
21300298,1
20100925,2
20400849,0
29500490,0
29700956,2
22100343,1
29900668,0
20900092,0
20601208,2
21500568,1
21300568,1
20700835,2
28700831,2
21800248,1
21600857,0
20100135,0
22000430,1
20000272,0
20300391,0
20700397,0
20700928,2
20800423,0
22000925,1
20100267,2
20900649,0
29200419,2
29700948,2
29201064,0
28800402,2
21100574,0
29700714,0
29900381,2
29401059,0
41700235,1
21300169,2
21701041,1
29701148,0
29800033,0
20600111,0
29400289,2
20301126,0
20200015,0
29100782,0
21700488,0
20600119,0
28800544,2
29600492,0
42100217,1
22200392,1
20500586,0
21600835,1
28700595,0
29600628,0
20500029,0
20100090,0
21100007,0
29800387,2
20000174,2
21700776,1
20700367,2
20701216,2
21300506,0
20901127,0
29300269,2
21801028,1
22101197,1
20700855,2
20200991,0
29800066,0
21000598,1
49800006,0
29600935,0
21400403,1
21700404,1
28800211,2
29600277,0
29200918,2
28700046,2
29000884,2
20400409,0
21500865,2
29300502,0
29900058,0
28800156,2
28700009,2
21500649,0
28500266,2
29700741,0
40200133,0
20300780,0
20000833,2
22200671,1
20700821,0
21400013,1
41500216,0
29201058,2
29300180,2
22200362,1
21801060,1
22200898,1
28500738,2
28900507,0
29900540,0
20300087,0
29100619,2
21000077,1
29700069,0
21601067,2
29200813,2
20500148,0
28600709,2
20601182,0
21600581,1
29100371,2
29400754,0
21600447,1
28600087,2
29100630,2
20800095,0
28900345,0
21300498,2
28900666,0
20201173,2
29600771,2
29100631,2
29000912,0
20100775,0
29401014,0
20100448,0
29901167,0
29600229,0
20900705,0
29900643,2
21100782,0
20000516,0
20600942,0
22100779,1
20500005,0
21500672,1
29000739,2
29000575,0
29100254,2
29800165,2
40300226,0
29200723,2
29901040,2
20201188,0
20300533,0
28900200,2
22100832,1
29601125,0
29400243,2
20800963,2
20100596,2
21600021,1
21300023,0
21500964,0
20400463,0
41000156,0
21100935,1
28500124,2
21401065,1
28900496,2
21401168,1
20900201,0
29100956,2
29100397,2
29700317,2
20600282,0
29401021,2
20100659,0
29400292,0
21100417,0
49600088,0
29800568,0
20400842,0
28800958,2
21100400,0
22100511,1
20600713,2
29000832,0
29600689,0
20100616,0
20300952,0
20601085,0
21700350,1
20900624,0
29100112,2
22000621,1
20400702,1
29701189,0
20300813,0
20700447,1
21700864,1
29000960,2
29600155,2
21500985,1
21900240,1
20600045,0
22000473,1
21600713,1
29000684,2
28500184,2
20800985,0
20800250,0
29500435,0
21100512,0
29000882,2
21800501,1
28600460,2
29600032,0
20700078,2
21000960,0
21300545,2
28901007,2
20501131,0
20100168,0
29300888,0
20300260,1
29601179,1
29100408,2
21900329,1
29700682,0
41400222,0
21301056,0
20400703,0
22100818,1
42100125,1
22000492,1
28900350,2
20401040,0
29000951,2
20000695,0
29600352,0
29101099,0
21501149,0
29600809,1
21700948,1
20100768,0
29100326,2
20600135,0
48900057,0
21900521,1
21100822,2
29100234,0
21400144,0
22000155,1
21000087,0
20500577,0
20800530,0
29000692,2
29400370,2
20100836,2
28500133,2
29200469,0
20800299,1
20400504,0
20201187,0
29301083,2
20400431,2
28900091,2
20100180,0
20600674,0
28800362,2
21300423,1
21500312,0
29000239,2
20300864,1
29300735,2
21700766,1
29100113,0
20800752,0
29300385,2
28900296,2
20800612,0
29200780,1
28800126,2
29200442,2
20401018,0
29700075,2
22101088,1
21900429,1
29700778,2
21100366,2
22200555,1
28600377,2
22200791,1
20200810,0
20601185,0
21400895,1
29000514,2
29300437,0
20800996,0
20500102,2
29700244,0
41700115,0
20600432,0
22200621,1
21500843,1
21901270,1
21300625,1
21601025,1
20900012,0
20101054,0
21100221,0
29800549,0
29500786,0
20101024,0
21401043,1
21900529,1
29800023,2
21000676,0
20200767,0
21800047,1
29000544,2
20100433,0
21600195,1
21500684,1
21900440,1
21300061,0
20200965,0
21700653,1
28700934,2
21001222,0
29700411,0
21900845,1
20900169,0
21700587,0
28600026,2
29700530,2
20300028,0
29200874,2
29200336,2
29000664,2
28600887,2
21501157,1
21800128,1
28900121,0
29900589,0
28600314,2
21100128,1
40400174,0
28900935,0
29300897,2
29700575,0
28500855,2
20300611,0
21800577,1
20201076,0
22200321,1
49200070,2
28900336,2
29500963,2
21800725,1
29600303,0
20100911,0
20600520,0
21600686,1
20700887,0
20301111,0
20400845,2
20401169,0
21501094,1
29101088,2
28800796,2
22100161,1
21000094,1
20100492,2
28700291,2
21100035,0
21400882,0
29400693,2
22201036,1
21900666,1
29900076,0
41500217,0
29400605,0
21800035,1
21100927,0
29500705,2
21600053,0
20300763,0
29600986,0
21300781,1
21500633,1
21000493,0
29400036,2
28500617,0
20600758,0
21701016,1
21000660,0
22201131,1
21701065,1
20700157,2
29300416,0
21800413,1
21900153,1
29500538,0
29100111,2
29800600,2
40300211,0
20000098,0
20400905,2
28600287,2
20400950,0
21700924,1
29000729,2
20900992,0
28500581,2
22100267,1
48600003,2
28900537,2
41000165,0
28600020,2
28700550,2
20800513,1
20000550,0
20200079,0
28800067,2
29500951,2
29700774,0
20000675,0
29000707,0
20000286,2
29201005,2
40700123,1
29000430,2
20701151,1
21400868,0
29600794,0
28700070,2
48700026,2
21700990,1
29700225,2
20000419,0
20600081,0
29000017,0
28900586,2
20100047,0
29900765,0
21700560,1
21300681,2
21500124,0
20100398,0
20500998,0
22100294,1
20300352,0
28500088,2
20201082,0
21800202,1
21500536,1
41500112,0
20601007,0
29600801,2
22000931,1
29800406,0
29700915,0
20700369,0
28900967,2
22000382,1
20701021,1
29600736,0
20400299,0
21301102,0
20700581,1
21800042,1
21400485,0
29100176,2
28900133,0
29300119,2
21600573,1
29600433,0
29200894,2
22100727,1
20900080,0
21300301,0
21500820,2
29000080,2
21401078,1
20900546,0
28600558,2
20200760,0
21300159,0
29800408,0
21400570,0
20801022,2
29700865,0
29200662,2
21001056,0
41800112,1
