game_id,Clusters
21300152,2
21800217,2
29200419,1
20600766,1
29201064,0
28800402,1
21500430,0
21800477,2
29500749,0
20600706,0
21400149,0
21100611,2
40900113,0
20301086,0
40200142,0
20100879,0
20200677,1
21400830,2
29100782,0
21000836,0
20100297,1
28800544,1
29501007,1
29700538,1
20600475,0
20600270,0
21501072,0
28700595,0
21501103,2
20400427,0
20000313,1
29500547,2
20000071,1
29900062,2
20200113,0
21300247,0
21500613,2
20500192,1
20800777,0
29300269,1
21701160,2
21100949,1
29600624,0
42100225,0
21300479,0
21800821,2
21300585,0
22100097,2
20201060,0
28800211,1
29501118,0
29200918,1
28700046,1
29000884,1
21000586,0
29300502,0
29700394,1
28800156,1
28700009,1
20600046,0
28500266,1
20700966,0
21300994,2
22100343,2
29900794,1
21001085,0
21500239,0
29201058,1
29300180,1
22100397,2
20300169,1
21400266,2
28500738,1
28900507,0
29800503,0
20300599,1
20100789,0
29400375,1
20300779,0
41500235,0
29200813,1
20901071,0
28600709,1
21900892,2
21500826,2
29100371,1
28600087,1
29100630,1
21800569,2
28900345,0
28900666,0
41000132,0
20300148,0
29100631,1
29000912,0
20900642,1
29500430,1
29600737,0
21600243,2
29500051,0
40600146,2
21800972,0
22100323,2
29500946,0
41000171,0
22000693,0
20600085,0
21100466,0
29000739,1
29000575,0
29100254,1
21400322,0
20300019,0
29200723,1
20300540,0
20400786,2
21800919,2
28900200,1
21100900,0
29500855,0
21500817,0
21601021,2
29400319,0
20900898,2
21500137,2
29900863,2
21000442,0
28500124,1
29500026,1
28900496,1
21800770,0
21600520,2
29100956,1
29100397,1
21100629,0
20401070,0
29500919,2
21301193,2
21300988,2
21800243,2
28800958,1
20901225,2
29000832,0
29500367,2
20800389,0
20201012,0
29400342,0
40000028,0
21600716,2
29100112,1
21800216,2
20800304,0
29600841,0
20600033,0
41300301,0
42100103,2
29000960,1
21900514,2
29500631,0
21000103,1
29000684,1
28500184,1
20700716,2
21700128,0
29500500,0
21000045,1
29000882,1
29600453,0
28600460,1
20300467,1
42100172,2
20900535,0
20600042,0
28901007,1
20900765,0
20800907,0
29300888,0
20600075,0
29500903,1
22000669,2
20300309,0
21400265,2
21800372,2
20300719,2
29500702,2
29800130,0
20700384,0
28900350,1
29000951,1
20901053,0
20300672,0
29101099,1
21001046,0
20500013,0
29701107,0
29100326,1
20800554,2
48900057,0
29400140,1
21400624,2
29100234,0
20100518,0
21900071,2
20900506,0
20400555,0
20700289,0
29000692,1
20001031,1
28500133,1
29200469,1
20600074,1
20300532,1
28900091,1
20000409,0
20600545,0
28800362,1
41600234,2
21100247,0
29000239,0
20200933,0
29300735,1
21600953,0
29100113,0
20700506,2
29300385,1
28900296,1
29200780,2
28800126,1
29200442,1
20800513,2
21900243,2
22000984,2
29800605,0
20901204,0
29900027,1
28600377,1
29900783,1
20100868,0
20300783,0
20800746,0
29000514,1
29300437,1
20901182,2
20400107,1
22000436,2
20100706,2
20100189,0
20900597,0
21300509,2
21700693,0
40600165,0
21500722,2
21900845,2
20800752,0
20300671,0
21900499,2
21900340,2
20700791,0
29600936,0
22001050,2
21700136,2
20500376,0
49700059,0
20800531,0
21800551,2
21400661,0
21500417,0
21600845,2
28700934,1
21700205,0
20600009,0
21500789,2
20100035,0
21600771,2
28600026,1
29900615,0
20400134,0
29200874,1
29200336,1
29000664,1
28600887,1
20900348,0
21000189,0
42000203,2
29700068,0
28600314,1
20500539,0
28900935,0
29300897,1
20500437,0
28500855,1
21000731,2
21400685,0
20600663,0
20300944,0
49200070,1
28900336,1
29700700,1
29600410,1
20301018,0
20701043,2
29900899,0
41200204,0
29701177,1
21301160,0
20600116,0
21500183,0
20701175,0
29101088,1
28800796,1
20500319,0
29400740,0
20000696,0
28700291,1
29500829,0
21301200,0
20800020,1
21300371,2
21300632,1
20400985,1
29900829,0
21000430,2
20900128,0
29800225,0
21600873,2
21400579,0
21100190,0
29600407,1
41900231,2
28500617,0
20500576,2
20201182,0
21000630,1
21700248,2
29300416,0
21700565,2
21100709,2
49800031,0
29100111,1
20300695,1
20600836,1
20300676,0
28600287,1
21500174,0
29901098,0
29000729,1
21800011,2
28500581,1
20900139,0
21600818,0
28900537,1
29400101,0
28600020,1
28700550,1
29700317,1
21400454,2
21800793,2
29400814,1
20800893,0
20200986,0
29000707,0
20700224,0
29201005,0
20601029,0
29000430,1
20600938,2
20700346,0
28700070,1
48700026,1
20000266,0
20700636,0
20700858,2
29000017,0
28900586,1
21900241,2
21800783,2
29900537,0
41000303,0
22101180,2
20000611,0
20701085,0
22000237,2
40600213,0
28500088,1
20101121,0
20700152,2
21401205,2
20800495,0
20500807,0
29900018,1
20901149,0
20400075,0
29700445,0
20600224,0
28900967,1
29700359,0
29500976,0
21900922,2
20700129,0
20900655,0
20600940,0
29100176,1
28900133,0
29300119,1
21500805,2
21301086,0
29200894,1
21300288,1
29700679,0
20800014,0
29000080,1
29600168,0
20700336,0
28600558,1
21300898,2
29500252,0
20701013,0
20200728,0
21700486,2
20400489,1
29200662,1
20900634,0
20500587,1
22100972,2
20100556,0
20500289,2
29401070,0
20300363,0
40600102,0
21701056,0
20900527,0
20700683,0
29100785,1
20800876,0
21801038,2
20900422,1
48600048,1
21001220,2
20800301,0
21701029,0
29200085,1
29500453,0
29500847,0
28900848,1
29400874,0
28700874,1
21500623,2
21500885,2
22001059,2
22000417,2
41000173,0
21500154,2
48500243,1
28600381,0
40600221,1
21400990,2
40800211,0
20800460,0
29100287,1
40800203,0
29100801,1
21401110,0
20300651,0
28600803,1
21500901,2
28500141,1
41200104,0
20400743,1
20700348,0
29300619,1
29300350,0
41100174,0
20500112,0
21401061,0
22000561,2
21701202,2
20300682,0
21800907,2
20000135,0
20800967,2
21300475,0
20100520,1
20100343,2
29800385,0
20300311,2
20500826,0
20700466,1
20300869,0
21400536,2
29100085,1
29600480,0
22000455,2
20700405,0
29000365,1
29400175,0
28600790,0
20801091,0
29600206,0
29000220,1
29000996,1
29000879,0
20100663,0
21100811,0
29300236,0
29600779,0
20000670,1
28900483,0
49100047,0
21100702,1
20200033,0
29600331,0
41900121,2
20900162,0
29700924,1
21501182,2
21500705,2
29600105,0
22100330,2
48700066,0
20700970,2
28600602,1
20300897,0
29000858,1
28500122,1
29600713,1
21701006,2
20100119,0
29400443,0
20400040,0
29500345,1
28700014,1
20300018,0
20900767,0
20300927,1
20701046,0
29600598,2
40000019,0
20200552,1
20801227,0
20701148,2
29000447,1
40300114,0
29900780,0
20300809,2
49400002,0
21600154,0
21501091,2
21800176,2
20000208,0
29000390,1
20100986,0
20400856,0
22100416,2
29101082,0
21301004,2
20100120,0
29800444,0
29600095,0
21300867,0
28900650,1
29201034,1
20801026,0
20300821,0
41400301,0
21800631,2
28600263,1
20800355,0
20200941,1
28900854,1
28700192,0
20800898,0
21000142,0
48600056,1
21800017,2
42000134,2
22100057,2
21300790,0
20500422,1
20100486,1
22000960,2
20001001,0
29900901,1
21000043,1
20800608,1
42000163,2
49200057,1
20701214,0
28700412,1
29800443,1
21600571,2
29300806,0
21900035,2
21400809,2
29600539,1
22000973,2
42100125,2
20101082,0
20000724,0
20200315,0
21500921,0
21000279,0
21501177,2
29300065,0
20200210,0
29500442,0
29700035,0
29800051,0
21800483,2
22100558,0
29600972,1
20400114,0
21301134,2
20200151,1
20601174,2
40700404,0
28900042,1
21500529,0
20800299,2
20300614,0
29800314,0
22000708,2
21500790,2
21600187,0
20500784,0
21000292,0
41900213,2
28700926,1
29000244,1
28700613,0
29700691,0
20301067,1
29600360,0
28800832,1
29601136,2
21600407,0
21800718,2
29500607,0
20901041,0
21100431,0
22000384,2
20200848,0
28800534,1
20600030,0
28900569,1
21000822,0
29500657,0
29300244,0
29500527,0
20600308,0
48500011,1
20500458,0
21701214,2
48500204,1
20900688,2
21900128,2
28500123,1
29701130,0
21701021,2
21600601,2
28800166,1
49200046,0
29500774,1
29600699,0
28700054,0
20000820,0
21401065,2
29200297,0
21100524,0
20801206,0
29701010,0
21001064,2
28700475,1
29501162,1
20900629,0
21601013,0
29500670,0
22000722,2
22100910,2
20700209,1
20800680,0
29701022,0
28500935,1
29300989,0
21301069,0
20600964,0
20400666,0
29400226,0
40900134,0
29400331,1
21000161,0
40700406,2
28500474,1
28900916,0
48600041,1
20600832,0
29500621,2
20200478,0
20800925,1
21600445,2
28500220,1
29101102,1
28600648,1
21801227,2
22100532,2
29300703,1
20901089,0
28800447,1
20000171,0
20700765,0
28800986,1
29500773,1
21000660,0
29100509,1
28500199,1
22100006,2
29800207,0
21600251,2
29700759,0
28900245,0
22101168,2
29000768,0
29200435,0
29700865,0
29400168,1
20701178,0
29500302,1
21801057,2
22100948,2
21000400,0
29900034,1
20401101,0
21600870,0
21501030,2
20800120,0
21000366,0
29300993,0
29300247,0
21900885,2
28600512,1
20201106,0
29300902,0
20200029,0
21900426,2
20700637,0
20500506,0
21500704,0
29800168,0
20600431,1
29600142,0
21800596,2
29500193,0
20900728,0
20800838,0
29700603,1
22001031,2
21100005,0
49700036,0
29400536,0
20900080,0
29200603,1
28600861,1
21600631,2
49800079,0
20500935,2
49200038,0
40600306,0
28800272,0
20100792,0
29300428,1
21400125,2
29000783,1
29000935,0
21800675,2
21300278,0
20900639,0
29200528,1
28800673,1
29600469,0
29301062,1
20400141,0
29500762,0
22000377,2
21400778,2
28800162,1
20300359,0
28500917,1
21500992,1
29700576,1
41200232,0
20800140,1
29200177,0
20800748,2
21300450,2
29000698,1
28900131,1
21501021,2
40800162,0
42000132,2
20400634,1
20600317,1
29900126,1
21700531,2
21600718,2
29900942,0
21400443,2
28600303,1
20900921,0
29500491,1
28800541,1
21100474,0
29900269,0
21301097,2
29600189,0
21600490,0
20300350,0
28800448,1
29200352,1
21900156,2
21601048,2
20401130,2
21800541,2
21700889,2
28900820,1
21500470,2
20801108,0
20501206,0
21600712,2
21500664,1
29701036,0
28800201,1
21600081,0
29600052,0
29900782,0
29500758,1
21500535,2
21700952,2
20500835,0
21001183,1
20100007,0
21001002,0
29500305,0
21000932,0
29400087,0
29400694,0
28600292,1
28800423,1
29300692,1
29900658,0
48600029,0
29901026,1
20400517,0
29100411,1
21600458,2
22000034,2
21900554,2
29600712,1
20800145,0
20900654,0
21701154,2
28700411,0
21800691,2
20700025,0
21800103,2
22000291,0
20700625,0
48600069,1
21100094,1
29700762,2
28700052,1
20801142,0
20601139,1
40300153,0
29700010,0
29500693,1
28900610,0
29400683,0
21700939,2
28900325,1
28800122,1
20900075,0
21700485,2
29900461,0
21601093,2
21600434,0
21600797,2
20600010,1
21500742,0
29700500,0
20200778,0
29400221,1
28800199,1
29800312,0
28600016,1
21500268,2
29500896,0
20701132,0
20400998,0
29700519,0
21900773,2
20400465,0
22000739,2
21500223,2
21001001,0
21800389,2
29501184,0
21700076,2
28600124,1
29100871,1
29100958,1
20200316,0
21300083,0
20501024,1
40700223,0
28600909,1
20000585,1
20200353,1
29400179,1
21000289,0
20100578,0
20600489,1
48600055,1
29900682,0
21800985,2
20200366,1
20501137,0
21100465,0
20800963,1
41600111,2
29500015,0
20300796,0
21500247,0
28700145,1
28600105,0
28900988,0
20100391,2
49400043,0
29501143,2
20400089,2
29700879,0
28900583,1
20700205,2
20401121,0
29100108,1
20800585,0
29300523,1
20700284,0
21901245,2
29900745,0
29600301,2
29700943,0
21301087,1
28600196,1
20600676,0
49700054,1
22100719,2
20901144,0
20700418,1
20101140,0
22100523,2
28900787,1
21600173,0
20800542,1
20600961,0
29000857,0
29700547,1
21400736,2
29100793,1
29900343,0
20100055,1
29600899,0
21600943,0
40000083,1
22001054,2
28500375,1
20000182,0
29600565,0
20200861,0
28700095,1
20700268,1
29800193,2
41100305,0
20201167,0
20800258,1
21900227,2
29000224,1
29200647,1
29601076,1
29800065,0
21501151,0
28500368,1
29900424,0
28700367,1
29600833,0
20200685,0
28800299,1
22100029,2
29000822,0
21300007,2
21401165,0
20600755,0
28700705,1
29200174,1
29700692,1
29300527,1
28700726,1
21300975,0
28900470,0
20400273,0
20400546,0
21301060,2
20600853,2
20100269,1
21900883,2
20901068,0
29900176,0
29100912,1
21700972,2
29900348,2
29400048,0
20101024,0
28800339,0
29900719,2
40200232,2
29900235,0
20701169,2
20800919,0
29300559,1
20700660,0
29900633,1
20600643,0
20500090,0
20801172,0
21400912,0
22000644,2
20801176,2
29100668,1
28700322,0
29600617,0
29900103,0
21001091,0
20400758,0
40800104,0
21100322,0
28600504,1
20600220,0
21800859,2
20500456,0
29300923,1
20100864,0
21500883,0
28900959,1
21800681,2
21500443,0
21700543,2
22100274,2
20301117,0
28500361,1
21100370,2
28700611,1
21000891,0
28500454,1
29901154,0
29100814,1
21801023,2
20701022,2
29700887,0
21800756,2
21400387,2
20900478,0
29500576,0
28700326,0
28900340,0
28900073,0
21701212,2
21100402,0
29000030,1
28900501,1
20900360,2
29100077,1
41800172,2
20000621,1
29600564,1
29800387,1
20800351,0
20600682,2
21900655,2
21800058,2
29800402,0
40900151,0
28901017,1
20000196,0
21301077,0
29200048,1
28600399,1
21000956,0
42100236,2
29700610,1
20600245,0
29900312,1
29600843,0
29000258,1
21600125,1
21100521,1
22000385,2
29500365,0
42100171,0
20900381,0
20500294,0
21400893,0
20900435,0
29100294,1
29000863,1
21300297,1
29300138,1
21700348,2
29700575,0
28800908,1
29000599,1
21300040,0
49400032,0
20700014,2
22100652,2
29400736,0
29700075,1
20300865,1
20001118,0
20600115,2
21100810,1
29400139,0
21800827,2
21800883,2
28900434,1
29700478,0
21900737,2
21100187,1
21800007,2
29301005,1
41300145,2
29900085,0
29400796,0
21800344,2
29500864,2
22100367,2
21601151,2
40800213,0
21100635,2
29100047,0
21800272,2
20700544,0
21300396,2
20100079,0
21300373,2
20300278,0
20000686,0
29600661,0
20500762,2
20400443,0
21700660,2
29000201,1
28600673,1
28500095,1
28800867,1
20600171,0
21601036,0
21900962,2
29100603,1
21000555,2
29500866,1
29701069,2
29600051,0
20100249,1
28500774,1
21700129,2
28800845,1
28700233,1
29601046,0
29400180,0
21700623,2
20700632,0
20500970,0
21600453,2
28800733,0
20100806,0
22101196,2
48800039,0
20701075,2
21000367,0
29300747,1
29000420,1
28500090,1
21400550,2
29200358,1
29500784,0
21400915,0
21900623,2
21100126,0
40200124,0
21401049,2
21700304,2
28500056,1
28800109,0
20600871,0
29000168,1
29000597,1
21400074,2
20100406,0
29800654,0
48500113,1
29000372,1
29601093,1
29500715,0
29701005,0
20300179,0
49400054,0
40800217,0
21700245,2
29200893,0
21701198,2
22000863,2
29800663,0
20600603,0
28500313,1
29400951,0
28900463,1
21000202,0
20901090,0
21600906,0
21400587,0
28600242,1
29901159,1
21800710,2
20400158,0
28700706,1
28700681,1
21400801,1
29700412,0
21400284,2
29500951,1
28900512,1
29600741,0
22100489,2
28901090,1
28900435,1
21100351,0
20700257,0
29300828,2
20200872,0
48700071,1
21300610,0
21000354,0
22100521,2
29700561,0
20600522,0
29200625,1
21000757,0
21500919,2
21800990,2
20200593,1
22100059,2
29900793,0
29000690,1
21300465,1
41600303,2
20401054,1
20100745,1
20800192,0
29500309,0
21900394,2
28900002,1
20701067,2
20700111,0
21701200,2
28700690,1
29200426,1
20000873,0
20900736,0
28500179,1
29401102,0
28800452,1
20700672,0
20000886,0
22100890,2
20600257,0
28900506,1
21500679,2
21100570,0
21900762,2
21100336,0
20701062,0
21500319,1
20200193,0
21700552,2
28600704,1
28700416,1
20500678,0
20000040,0
20000425,0
28700877,1
29000582,1
21400306,0
42000155,2
29600287,2
20900668,0
20500546,0
20600230,0
21100223,0
28700213,1
41200131,0
20200546,0
21100132,0
28700524,0
29400385,1
21000609,1
29300780,1
28600711,1
28800259,1
20800517,0
20200024,1
21801059,2
20400300,0
21400050,0
28500091,1
21000747,2
21400942,0
42000154,2
20000763,1
41200223,0
29200618,1
28700491,1
20600513,0
20200005,0
20801082,0
20900756,2
28500742,1
20200224,0
21601005,0
21300360,0
20700676,0
20600343,0
22000004,2
22000788,2
29600210,0
20000784,0
21100593,2
29200432,1
21100379,0
29900815,0
49600029,2
21401152,0
29600446,0
21500720,2
29300096,1
41800155,2
21700844,2
28500335,1
21100804,1
29500409,1
28500087,0
21600820,2
29200123,1
29000850,0
20400403,0
29701181,0
29900954,0
29200175,0
20400073,2
20600917,0
21301211,2
20501226,0
29000824,1
29400002,1
20800908,2
21400962,0
29200127,1
20800640,2
29900691,1
28600308,1
20900328,0
28900836,1
21100409,0
29300011,1
29300173,1
22100995,2
21601111,2
29700894,0
21700639,2
28500130,1
28901055,0
21701159,2
29600689,0
20800955,0
